Age,Gender,Experience,Income,Family,CCAvg,Education,Mortgage,Home Ownership,Personal Loan,Securities Account,CD Account,Online,CreditCard
46,2,21,41.0,1,1.4,3,128,1,0,0,0,1.0,0
48,2,22,59.0,1,1.4,3,241,1,0,0,0,1.0,0
52,2,28,39.0,2,0.8,1,0,1,0,0,0,1.0,0
44,2,19,35.0,4,0.0,2,0,1,0,0,0,1.0,0
51,2,27,80.0,1,2.6,2,0,1,0,0,0,1.0,1
47,2,20,81.0,1,2.66666666666667,2,0,1,0,0,0,1.0,0
39,2,13,31.0,2,0.8,3,0,1,0,0,0,0.0,0
42,2,17,93.0,4,1.9,3,0,1,0,0,0,0.0,0
57,2,33,45.0,4,1.5,1,204,1,0,0,0,1.0,0
36,2,12,40.0,2,0.6,3,0,1,0,0,0,1.0,1
27,2,1,80.0,2,1.6,3,185,1,0,0,0,1.0,1
31,2,7,20.0,1,0.4,3,0,1,0,0,0,1.0,0
63,2,37,41.0,1,0.5,3,0,1,0,0,0,0.0,1
34,2,8,31.0,1,0.3,1,104,1,0,0,0,1.0,1
52,2,27,35.0,4,0.2,2,0,1,0,0,0,1.0,0
57,2,31,40.0,3,1.4,3,137,1,0,0,0,1.0,1
63,2,39,84.0,1,1.8,3,0,1,0,0,0,0.0,0
26,2,1,53.0,2,1.6,3,0,1,0,0,0,1.0,0
35,2,5,85.0,4,4.0,3,0,1,0,0,0,1.0,0
58,2,33,138.0,2,3.9,1,0,1,0,0,0,1.0,0
32,2,2,71.0,2,1.75,3,108,1,0,0,0,0.0,0
64,2,39,113.0,1,0.8,3,0,1,0,0,0,0.0,1
50,2,23,23.0,2,1.0,2,0,1,0,1,0,0.0,0
34,2,9,62.0,3,2.3,1,0,1,0,0,0,0.0,0
36,2,11,14.0,4,0.2,3,100,1,0,0,0,1.0,1
43,2,18,60.0,2,2.2,3,0,1,0,0,0,0.0,1
28,2,4,94.0,3,0.8,1,236,1,0,0,0,1.0,0
64,2,39,83.0,3,1.8,2,0,1,0,0,0,1.0,0
60,2,35,130.0,3,6.3,3,437,1,1,0,1,1.0,1
62,2,37,61.0,4,1.7,1,0,1,0,0,0,0.0,0
27,2,2,92.0,2,3.1,1,178,1,0,0,0,1.0,0
42,2,16,20.0,2,0.8,3,117,1,0,0,0,1.0,1
45,2,20,194.0,2,8.8,1,428,1,0,0,0,0.0,0
36,2,10,74.0,1,2.5,1,0,1,0,0,0,0.0,1
48,2,22,84.0,2,0.4,3,145,1,0,0,0,0.0,0
65,2,40,98.0,3,1.8,2,333,1,0,0,0,0.0,0
39,2,15,52.0,3,2.33333333333333,1,0,1,0,0,0,1.0,0
51,2,26,55.0,1,1.3,2,236,1,0,0,0,0.0,1
30,2,6,64.0,4,3.4,1,117,1,0,0,0,0.0,0
65,2,40,128.0,1,2.5,1,162,1,0,0,0,1.0,0
29,2,3,50.0,3,1.1,2,0,1,0,0,0,0.0,1
42,2,18,54.0,4,2.2,2,0,1,0,0,0,0.0,0
63,2,38,129.0,1,0.9,1,366,1,0,0,0,1.0,0
46,2,21,82.0,4,0.4,1,0,1,0,0,0,0.0,0
62,2,38,100.0,4,1.7,2,0,1,0,0,0,1.0,0
58,2,34,44.0,4,2.2,1,0,1,0,1,0,0.0,0
56,2,30,164.0,4,0.5,2,234,1,1,0,1,1.0,1
56,2,31,81.0,2,3.7,1,121,1,0,0,0,1.0,1
34,2,10,71.0,1,0.1,1,257,1,0,0,0,1.0,1
42,2,17,28.0,1,0.5,3,90,1,0,0,0,0.0,0
30,2,6,80.0,3,1.5,1,219,1,0,0,0,1.0,0
61,2,35,90.0,4,1.9,2,0,1,0,0,0,1.0,0
38,2,14,74.0,1,3.6,2,0,1,0,0,0,1.0,1
50,2,25,14.0,2,0.7,3,0,1,0,1,0,1.0,0
61,2,36,23.0,2,0.5,2,103,1,0,0,0,1.0,0
41,2,17,153.0,1,1.7,1,337,1,0,0,0,0.0,1
42,2,16,38.0,3,0.9,3,0,1,0,0,0,0.0,0
29,2,5,112.0,2,2.0,2,382,1,0,1,0,0.0,0
51,2,26,145.0,1,8.1,1,397,1,0,0,0,0.0,1
32,2,6,28.0,2,0.3,2,88,1,0,0,0,1.0,0
34,2,9,31.0,4,1.1,3,0,1,0,0,0,1.0,1
26,2,2,195.0,1,6.33333333333333,1,0,1,0,0,0,1.0,1
54,2,24,50.0,3,2.0,3,0,1,0,0,0,1.0,1
38,2,14,71.0,4,2.0,3,0,1,0,0,0,0.0,0
62,2,36,21.0,3,0.3,3,0,1,0,0,0,0.0,0
37,5,11,35.0,2,0.8,3,125,1,0,0,0,0.0,0
46,5,21,42.0,1,2.4,1,0,1,0,0,0,1.0,1
52,5,27,78.0,4,3.6,3,141,1,0,0,0,1.0,0
32,5,6,73.0,4,2.2,2,0,1,0,0,0,0.0,0
49,5,25,53.0,2,1.0,3,181,1,0,0,0,0.0,0
28,5,3,51.0,2,1.6,3,123,1,0,0,0,0.0,0
55,5,30,40.0,2,2.3,3,0,1,0,0,0,1.0,0
52,5,26,178.0,1,1.0,1,0,1,0,0,0,0.0,0
32,5,6,35.0,2,0.3,1,0,1,0,0,0,0.0,1
31,3,7,192.0,1,0.0,2,0,1,1,0,0,1.0,0
27,3,3,123.0,1,5.4,1,0,1,0,0,0,0.0,0
32,3,5,48.0,2,1.66666666666667,2,0,1,0,1,1,1.0,1
52,3,26,45.0,3,0.6,2,0,1,0,0,0,0.0,0
52,3,28,15.0,1,0.2,1,0,1,0,0,0,1.0,0
50,3,24,79.0,1,0.3,1,120,1,0,0,0,1.0,0
32,3,5,63.0,4,2.0,2,0,1,0,1,0,1.0,0
61,3,35,30.0,2,0.2,3,0,1,0,0,0,1.0,0
28,3,4,32.0,3,1.0,2,0,1,0,0,0,0.0,0
34,3,9,64.0,2,0.1,1,224,1,0,0,0,1.0,1
31,3,7,84.0,1,0.1,1,0,1,0,0,0,1.0,0
31,3,5,21.0,1,0.4,2,0,1,0,0,0,1.0,0
62,3,38,99.0,4,1.7,2,0,1,0,0,0,1.0,0
47,3,22,35.0,2,1.3,1,0,1,0,0,0,1.0,0
50,3,24,180.0,1,1.7,1,0,1,0,0,0,1.0,1
36,3,12,42.0,1,1.33333333333333,1,0,1,0,0,0,1.0,0
26,3,0,179.0,4,2.1,2,0,1,1,0,0,0.0,0
51,3,27,42.0,4,0.1,3,0,1,0,0,0,0.0,0
52,3,25,180.0,2,9.0,2,297,1,1,0,0,1.0,0
35,3,11,82.0,4,3.4,1,0,1,0,0,0,0.0,0
42,3,16,55.0,2,0.7,1,149,1,0,0,0,0.0,0
36,3,12,79.0,2,2.2,1,0,1,0,0,0,1.0,0
41,3,17,48.0,2,0.6,3,215,1,0,0,0,0.0,1
49,3,25,93.0,1,2.7,1,0,1,0,1,0,1.0,0
57,3,32,23.0,2,0.2,3,0,1,0,0,0,0.0,0
44,3,20,50.0,3,2.33333333333333,1,200,1,0,0,0,0.0,0
60,3,34,85.0,2,2.0,1,0,1,0,0,0,1.0,0
38,3,14,35.0,1,1.5,2,97,1,0,0,0,1.0,0
26,3,2,171.0,3,6.0,2,0,1,1,0,0,1.0,0
29,3,2,29.0,4,1.5,2,0,1,0,0,0,0.0,1
59,3,35,84.0,1,1.8,3,0,1,0,0,0,1.0,1
51,3,27,20.0,4,0.5,2,0,1,0,0,0,1.0,0
50,3,25,14.0,1,0.4,3,0,1,0,0,0,1.0,1
35,3,10,179.0,1,8.6,1,357,1,0,0,0,0.0,0
61,3,37,48.0,1,0.8,1,158,1,0,0,0,1.0,0
42,3,16,74.0,1,2.8,1,0,1,0,0,0,1.0,0
55,3,29,53.0,1,1.4,1,0,1,0,0,0,0.0,0
50,3,25,83.0,1,2.8,2,0,1,0,0,0,1.0,1
64,3,40,171.0,2,2.1,1,433,1,0,0,0,0.0,0
54,3,28,85.0,4,4.9,1,0,1,0,0,0,1.0,0
50,3,26,38.0,4,0.9,2,0,1,0,0,0,1.0,0
31,3,5,85.0,3,1.6,1,157,1,0,0,0,1.0,1
32,3,8,79.0,1,0.1,1,0,1,0,0,0,0.0,0
44,3,19,69.0,4,0.4,1,0,1,0,0,0,0.0,0
60,3,35,43.0,3,0.9,3,0,1,0,0,0,1.0,1
60,3,34,33.0,2,0.3,1,101,1,0,0,0,1.0,0
62,3,38,42.0,3,0.1,3,149,1,0,0,0,0.0,1
46,3,21,40.0,4,1.9,3,122,1,0,0,0,1.0,0
57,3,33,43.0,1,1.8,3,0,1,0,0,0,0.0,0
30,3,5,20.0,4,0.5,3,117,1,0,0,0,0.0,0
58,3,32,65.0,3,2.5,1,222,1,0,0,0,1.0,0
39,3,13,139.0,3,3.4,1,483,1,1,0,0,1.0,0
59,3,34,84.0,3,1.6,3,0,1,0,0,0,1.0,0
50,3,26,179.0,1,2.9,3,0,1,1,0,0,0.0,1
63,3,39,45.0,4,1.3,2,86,1,0,0,0,0.0,0
27,3,3,109.0,2,2.5,1,0,1,0,0,0,1.0,0
54,3,29,34.0,4,0.1,3,0,1,0,0,0,1.0,0
62,3,37,162.0,1,1.3,1,0,1,0,0,0,1.0,0
60,3,34,105.0,2,1.4,1,0,1,0,0,0,1.0,0
38,3,12,22.0,3,0.2,2,0,1,0,0,0,1.0,0
34,3,8,82.0,2,1.8,1,178,1,0,0,0,1.0,1
65,3,41,105.0,4,1.7,2,230,1,0,1,0,1.0,0
55,3,31,62.0,1,1.8,3,0,1,0,0,0,1.0,0
57,3,31,82.0,2,2.0,1,83,1,0,0,0,0.0,1
27,3,3,72.0,4,0.0,1,0,1,0,0,0,1.0,0
35,3,10,38.0,4,1.7,1,0,1,0,0,0,1.0,1
52,3,28,25.0,4,1.0,1,0,1,0,0,0,0.0,0
45,3,15,20.0,1,0.75,3,0,1,0,0,0,1.0,0
29,3,3,80.0,4,1.8,2,0,1,0,0,0,1.0,1
44,3,18,84.0,3,1.1,1,0,1,0,0,0,0.0,0
47,3,23,33.0,1,1.0,1,0,1,0,0,0,1.0,1
62,3,37,55.0,3,0.9,3,0,1,0,0,0,1.0,0
52,3,27,33.0,2,0.7,2,0,1,0,0,0,0.0,1
47,3,23,190.0,4,0.3,3,305,1,1,0,0,0.0,0
42,3,18,43.0,1,0.3,3,158,1,0,0,0,0.0,0
65,3,41,45.0,3,0.1,3,0,1,0,0,0,1.0,0
42,3,18,141.0,1,3.5,1,0,1,0,0,0,0.0,0
40,3,16,69.0,4,2.4,1,0,1,0,0,0,1.0,0
32,3,8,78.0,4,0.1,2,0,1,0,0,0,1.0,0
40,3,15,84.0,1,3.7,3,0,1,0,0,0,1.0,0
32,3,6,51.0,4,0.2,1,154,1,0,1,0,0.0,1
58,5,28,75.0,1,1.4,3,0,1,0,0,0,1.0,0
53,2,23,20.0,4,0.4,3,0,1,0,0,0,1.0,1
40,2,14,129.0,1,5.9,3,0,1,1,0,0,1.0,0
41,2,17,63.0,2,3.2,1,0,1,0,0,0,0.0,0
60,2,35,44.0,4,2.1,1,0,1,0,0,0,0.0,0
59,2,33,100.0,2,2.0,1,127,1,0,0,0,0.0,0
48,2,24,12.0,3,0.4,1,0,1,0,0,0,0.0,0
59,2,33,68.0,2,2.3,3,128,1,0,1,0,1.0,0
33,2,8,48.0,1,1.0,1,212,1,0,0,0,1.0,0
40,2,15,82.0,2,0.4,1,0,3,0,0,0,0.0,0
42,2,18,52.0,2,2.5,1,0,3,0,0,0,0.0,0
65,2,41,154.0,2,4.6,2,0,0,1,1,1,1.0,1
30,2,4,39.0,1,1.5,1,0,0,0,0,0,0.0,1
30,2,4,40.0,1,0.3,1,0,0,0,0,1,1.0,1
42,2,17,54.0,4,1.9,3,164,0,0,0,0,0.0,0
32,2,8,32.0,2,1.0,2,103,0,0,0,1,1.0,1
55,2,30,64.0,2,2.3,3,0,0,0,0,0,0.0,0
29,2,3,92.0,2,1.3,1,287,0,0,0,0,1.0,0
64,2,38,40.0,1,2.5,3,94,0,0,0,0,1.0,1
37,2,11,60.0,3,0.5,3,0,0,0,0,0,1.0,0
31,2,5,85.0,2,1.3,1,119,0,0,0,0,1.0,1
25,2,-1,21.0,4,0.4,1,90,0,0,0,0,1.0,0
31,2,5,35.0,1,0.6,3,171,0,0,0,0,0.0,0
32,2,7,52.0,2,0.1,1,0,0,0,0,0,1.0,0
58,2,34,128.0,1,7.4,1,0,0,0,0,0,0.0,0
26,2,2,195.0,1,6.33333333333333,1,0,0,0,0,0,0.0,0
51,2,25,68.0,2,1.5,2,117,0,0,0,0,0.0,1
65,2,41,55.0,2,1.1,1,0,0,0,0,0,0.0,0
43,2,17,55.0,1,0.2,1,0,0,0,0,0,1.0,0
46,2,21,80.0,4,0.4,1,0,0,0,0,0,1.0,1
28,2,3,123.0,1,0.8,1,146,0,0,0,0,0.0,0
63,2,37,90.0,4,1.9,2,106,0,0,1,0,1.0,0
59,2,29,61.0,1,1.4,3,0,3,0,0,0,0.0,0
42,2,15,41.0,3,2.5,2,0,3,0,0,0,1.0,0
58,2,33,43.0,2,1.6,3,0,3,0,0,0,1.0,0
39,2,13,71.0,3,0.1,1,162,3,0,1,0,1.0,0
36,2,12,25.0,4,1.0,1,0,3,0,0,0,1.0,0
60,3,33,154.0,1,3.0,2,0,0,1,1,1,1.0,0
47,3,21,141.0,1,2.4,1,0,0,0,0,0,0.0,0
29,3,4,22.0,2,0.9,3,110,0,0,0,0,0.0,0
52,3,28,145.0,2,6.8,1,0,0,0,0,0,1.0,0
41,3,16,49.0,3,0.5,3,0,0,0,0,0,1.0,0
63,3,37,109.0,1,2.0,1,0,0,0,0,0,1.0,0
59,3,34,80.0,3,0.5,1,0,0,0,0,0,1.0,1
44,3,20,82.0,4,1.4,2,201,0,0,0,0,1.0,1
54,3,28,52.0,4,2.5,1,0,0,0,0,0,1.0,0
29,3,5,85.0,3,2.5,1,0,0,0,0,0,1.0,1
51,3,25,148.0,1,1.0,1,0,0,0,0,0,0.0,0
63,3,39,160.0,2,2.1,1,0,0,0,0,0,0.0,1
36,3,11,39.0,4,1.7,1,0,0,0,0,0,1.0,0
42,3,16,25.0,2,0.8,3,0,0,0,0,0,0.0,1
51,3,25,33.0,1,1.4,3,0,0,0,0,0,1.0,1
47,3,20,38.0,3,2.5,2,0,0,0,0,0,0.0,0
40,3,16,85.0,4,0.2,3,0,0,0,0,0,1.0,1
54,3,28,48.0,1,0.2,1,0,0,0,0,0,1.0,0
47,3,21,15.0,4,0.6,3,77,0,0,0,0,1.0,0
35,3,10,94.0,1,0.0,1,174,0,0,0,0,1.0,0
28,3,4,120.0,2,0.6,1,0,0,0,0,0,1.0,0
45,3,19,60.0,1,0.7,3,159,0,0,0,0,1.0,0
33,3,9,145.0,2,4.33333333333333,1,277,0,0,0,0,0.0,1
62,3,36,29.0,2,0.7,3,0,0,0,0,0,0.0,0
45,3,18,78.0,3,2.66666666666667,2,0,3,0,0,0,1.0,0
59,3,35,59.0,4,1.2,2,0,2,0,0,0,1.0,0
58,3,28,80.0,2,4.5,3,0,2,0,0,0,0.0,1
52,3,26,180.0,1,1.0,1,0,2,0,0,0,1.0,1
34,3,8,8.0,3,0.1,2,83,2,0,0,0,1.0,0
65,3,35,23.0,1,1.5,3,0,2,0,0,0,1.0,0
48,3,23,79.0,2,3.8,3,0,2,0,0,0,1.0,0
44,3,19,78.0,2,3.8,3,268,3,0,0,0,0.0,0
61,3,37,64.0,1,0.0,2,0,3,0,0,0,0.0,1
40,3,14,64.0,4,0.2,3,0,3,0,0,0,1.0,1
65,3,39,160.0,4,3.8,1,237,0,1,0,0,1.0,0
28,3,4,43.0,1,1.0,3,102,0,0,0,0,0.0,0
67,3,42,32.0,1,1.1,3,0,0,0,0,0,0.0,1
35,3,9,179.0,2,0.0,1,76,0,0,1,0,1.0,0
60,3,35,8.0,1,0.1,1,0,0,0,0,0,1.0,0
58,3,32,63.0,1,1.6,1,0,0,0,1,0,1.0,0
55,3,30,40.0,2,2.3,3,0,0,0,1,0,1.0,0
34,3,9,99.0,4,2.2,2,155,0,0,0,0,1.0,0
35,3,9,141.0,2,4.5,2,0,0,1,0,0,0.0,0
28,3,4,159.0,1,1.5,1,0,0,0,0,0,1.0,1
38,3,12,39.0,2,0.3,1,174,0,0,0,0,1.0,0
62,3,38,99.0,4,1.7,2,0,0,0,0,0,0.0,0
30,3,4,18.0,4,0.3,2,0,0,0,0,0,1.0,1
38,3,12,38.0,2,0.3,1,0,0,0,0,0,1.0,1
33,3,8,133.0,1,0.0,1,0,0,0,0,0,1.0,0
58,3,34,84.0,2,2.8,1,0,3,0,0,0,1.0,1
59,3,35,60.0,1,0.0,2,0,3,0,0,0,1.0,1
52,3,28,178.0,3,5.4,3,147,0,1,0,0,1.0,0
36,3,12,18.0,1,0.5,3,0,3,0,0,0,0.0,1
45,3,21,73.0,1,0.8,3,0,3,0,0,0,1.0,0
49,3,23,125.0,1,7.3,1,0,3,0,0,0,0.0,0
52,3,26,91.0,1,4.3,2,0,0,1,0,1,1.0,1
54,3,28,74.0,2,1.1,1,0,0,0,0,0,1.0,0
30,3,4,35.0,2,0.3,2,0,0,0,1,0,0.0,1
65,3,39,113.0,1,2.0,1,0,0,0,0,0,1.0,1
34,3,8,52.0,4,2.2,2,0,0,0,0,0,0.0,0
30,3,6,191.0,2,4.4,2,0,0,1,0,0,1.0,0
51,3,25,18.0,1,0.3,3,93,0,0,0,0,0.0,1
52,3,27,25.0,2,0.0,1,0,0,0,0,0,1.0,1
43,3,18,50.0,4,1.9,3,0,0,0,0,0,0.0,0
35,3,10,75.0,4,0.7,3,0,0,0,0,0,1.0,1
56,3,26,92.0,2,4.5,3,0,0,0,1,0,0.0,1
57,3,32,33.0,2,2.0,2,0,0,0,0,0,1.0,0
58,3,32,65.0,3,2.2,3,0,0,0,0,0,0.0,0
53,3,28,44.0,3,1.7,1,0,0,0,0,0,0.0,0
45,3,21,183.0,2,1.4,1,354,0,0,0,0,0.0,0
44,3,20,175.0,2,1.4,1,0,0,0,0,0,1.0,1
54,3,28,28.0,4,1.5,3,0,0,0,0,0,1.0,1
41,3,17,49.0,4,2.2,2,0,0,0,0,0,0.0,0
52,3,26,45.0,4,1.8,1,0,0,0,0,0,1.0,0
63,3,38,22.0,3,0.1,3,90,3,0,0,0,1.0,0
54,3,30,120.0,1,7.4,1,119,3,0,0,0,1.0,1
33,3,8,175.0,2,6.7,1,102,3,0,0,0,1.0,0
25,3,-1,101.0,4,2.3,3,256,3,0,0,0,0.0,1
41,3,16,104.0,1,1.0,3,0,3,0,0,0,1.0,0
43,3,18,58.0,1,2.4,1,0,0,0,0,0,0.0,0
36,3,10,80.0,4,2.2,2,0,0,0,0,0,1.0,0
57,3,33,45.0,1,1.8,3,195,0,0,0,0,0.0,0
34,3,9,134.0,1,4.6,1,164,0,0,1,0,1.0,0
38,3,14,58.0,4,2.0,3,153,0,0,1,0,0.0,0
47,3,21,20.0,1,0.2,1,0,0,0,0,0,1.0,1
39,3,13,25.0,4,1.5,3,0,0,0,0,0,1.0,0
45,3,20,55.0,1,0.3,1,0,0,0,0,0,1.0,1
62,3,37,155.0,1,1.3,1,0,0,0,0,0,0.0,0
59,3,34,30.0,1,1.3,1,0,0,0,0,0,1.0,1
61,4,37,39.0,4,0.4,1,0,0,0,0,0,1.0,1
36,4,12,73.0,4,2.0,3,188,0,0,0,0,1.0,0
58,4,34,41.0,4,1.3,1,0,0,0,0,0,1.0,0
55,4,30,34.0,4,0.1,3,157,0,0,0,0,1.0,0
29,4,5,21.0,3,0.9,3,119,0,0,0,0,0.0,0
34,4,8,11.0,4,0.3,1,0,0,0,1,1,1.0,1
61,4,35,154.0,2,6.9,1,0,0,0,0,0,0.0,0
50,4,20,19.0,4,0.4,3,0,0,0,0,0,0.0,0
52,4,26,101.0,2,2.4,2,0,0,0,0,0,1.0,0
39,4,15,24.0,1,1.0,1,116,0,0,0,0,1.0,1
55,3,29,131.0,2,2.7,1,0,0,0,1,0,0.0,0
33,2,9,105.0,1,4.0,1,0,0,0,0,0,1.0,0
47,2,21,52.0,1,1.2,2,194,0,0,0,0,0.0,0
57,2,32,21.0,4,0.9,2,113,0,0,1,0,0.0,0
57,2,31,45.0,3,1.4,1,198,0,0,0,0,1.0,0
40,2,14,39.0,1,2.0,1,0,0,0,0,0,1.0,0
50,2,25,192.0,2,2.8,1,238,0,0,0,0,0.0,1
29,2,5,195.0,1,4.3,1,0,0,0,0,0,0.0,0
46,2,22,83.0,3,0.7,1,0,0,0,0,0,0.0,0
42,2,15,34.0,3,1.0,2,0,0,0,1,0,1.0,0
59,2,33,49.0,4,1.7,2,104,0,0,0,0,1.0,0
31,2,1,60.0,4,4.0,3,244,0,0,0,0,0.0,0
51,2,25,41.0,4,1.8,1,0,3,0,0,0,0.0,0
35,2,10,72.0,3,2.3,1,285,3,0,0,0,0.0,0
35,2,10,31.0,3,1.3,1,0,3,0,0,0,0.0,0
46,2,20,73.0,1,1.5,2,128,3,0,0,0,1.0,0
34,2,9,89.0,1,0.0,1,0,3,0,0,0,1.0,0
55,2,29,19.0,4,0.7,3,121,3,0,1,0,0.0,1
64,2,40,63.0,4,1.2,2,0,3,0,0,0,1.0,0
34,2,9,104.0,3,1.2,3,0,3,0,0,0,1.0,0
61,2,35,40.0,1,0.8,2,128,3,0,0,0,1.0,0
63,2,39,92.0,2,0.0,3,0,3,0,0,0,1.0,0
59,2,33,72.0,2,0.7,2,226,3,0,0,0,0.0,0
51,2,27,44.0,3,1.9,2,141,3,0,0,0,0.0,0
41,2,16,114.0,4,3.5,1,0,2,1,0,0,0.0,1
37,2,13,73.0,4,2.4,1,0,2,0,0,0,0.0,0
64,2,40,63.0,4,1.2,2,0,2,0,1,0,0.0,1
44,2,20,69.0,1,0.8,3,184,2,0,0,1,1.0,1
62,2,37,42.0,3,1.5,1,0,2,0,0,0,1.0,0
50,2,26,88.0,1,2.7,1,0,2,0,0,0,1.0,0
43,2,18,98.0,2,0.4,1,0,2,0,0,0,1.0,0
34,3,8,65.0,1,3.0,1,227,2,1,0,0,1.0,0
38,3,13,12.0,2,0.3,2,104,2,0,1,0,1.0,0
29,2,5,122.0,4,3.0,1,0,2,1,0,0,0.0,1
39,2,14,12.0,2,0.0,3,0,2,0,0,0,0.0,0
53,2,29,24.0,2,0.2,1,0,2,0,0,0,0.0,1
43,2,19,170.0,4,4.25,1,318,2,1,0,1,1.0,1
46,2,20,25.0,4,0.6,3,125,2,0,0,0,0.0,0
57,2,31,131.0,2,2.7,1,0,2,0,0,0,0.0,0
59,2,33,50.0,2,2.3,3,0,2,0,0,0,0.0,1
52,2,28,21.0,2,0.4,1,0,2,0,1,0,1.0,0
29,2,3,55.0,3,1.1,2,0,2,0,0,0,1.0,0
57,2,32,124.0,1,0.2,2,0,2,1,0,0,1.0,0
49,2,23,58.0,4,2.6,1,188,2,0,0,0,0.0,0
39,5,13,72.0,2,2.8,1,0,2,0,0,0,1.0,0
56,3,31,192.0,1,7.0,3,0,2,1,0,1,1.0,0
63,3,38,83.0,3,1.8,2,0,2,0,0,0,1.0,0
37,3,12,93.0,1,2.8,1,0,2,0,1,0,1.0,0
56,3,26,38.0,3,1.0,3,110,2,0,1,0,1.0,0
45,3,20,55.0,4,1.9,3,164,2,0,1,0,0.0,0
66,3,41,11.0,3,0.1,3,0,2,0,1,0,0.0,1
40,3,15,85.0,2,0.4,1,0,2,0,1,0,0.0,0
50,3,24,124.0,1,4.9,1,266,2,0,0,0,1.0,0
60,3,36,129.0,2,6.0,1,0,2,0,0,0,1.0,0
31,3,7,180.0,1,4.3,1,0,2,0,0,0,0.0,0
40,3,14,74.0,4,1.4,2,0,2,0,0,0,1.0,0
36,3,6,138.0,1,7.0,3,86,2,1,0,0,1.0,0
55,3,29,111.0,2,3.6,3,0,2,1,0,0,0.0,1
54,3,28,83.0,3,0.8,1,0,2,0,0,0,1.0,0
35,3,10,33.0,4,1.7,1,87,2,0,0,0,1.0,0
55,3,29,21.0,4,0.7,3,0,2,0,0,0,0.0,0
36,3,10,35.0,2,0.3,1,98,2,0,0,0,1.0,0
66,3,41,105.0,1,0.8,3,0,2,0,1,1,1.0,1
38,3,14,103.0,1,0.8,2,0,2,0,0,0,0.0,1
58,3,32,75.0,2,2.3,3,0,2,0,0,0,0.0,0
41,3,17,33.0,1,0.7,1,104,2,0,0,0,0.0,0
60,3,34,52.0,4,1.7,2,0,2,0,1,0,1.0,0
47,3,23,89.0,1,2.6,2,0,2,0,1,1,1.0,1
62,3,36,63.0,1,2.5,3,0,2,0,0,0,0.0,0
48,3,23,84.0,4,3.1,2,0,2,1,1,1,1.0,0
61,3,36,44.0,4,2.1,1,0,2,0,0,0,0.0,0
29,3,3,29.0,3,1.0,1,0,2,0,0,0,1.0,1
45,3,21,29.0,1,0.3,3,0,2,0,0,0,1.0,0
39,3,14,22.0,2,0.3,2,0,2,0,0,0,1.0,0
31,3,6,53.0,4,2.2,1,114,2,0,0,0,1.0,0
39,3,14,24.0,2,0.3,2,0,2,0,0,0,1.0,0
63,3,38,153.0,1,1.3,1,455,2,0,0,0,0.0,0
28,3,2,31.0,2,0.3,2,0,2,0,1,0,1.0,0
56,3,30,21.0,2,0.7,2,0,2,0,0,0,1.0,0
31,3,6,180.0,2,6.7,1,0,2,0,0,0,0.0,0
46,3,20,82.0,3,0.7,2,0,2,0,0,0,1.0,1
42,3,18,90.0,4,0.8,1,245,2,0,1,0,0.0,0
53,3,29,154.0,4,7.4,3,0,2,1,0,0,0.0,0
41,3,17,99.0,2,1.8,2,0,2,0,0,0,1.0,1
61,3,36,153.0,1,2.6,2,0,2,1,1,1,0.0,1
31,3,5,93.0,2,3.1,2,0,2,1,0,0,1.0,0
62,3,38,53.0,1,0.0,2,0,2,0,0,0,0.0,0
59,3,34,18.0,3,1.3,2,104,2,0,0,1,1.0,1
49,3,24,70.0,1,2.9,1,0,2,0,0,0,0.0,0
65,3,39,100.0,4,1.7,3,0,2,0,0,0,0.0,1
30,3,6,193.0,3,6.3,3,0,2,1,0,0,1.0,0
32,3,7,125.0,1,0.0,1,0,2,0,0,0,1.0,1
56,3,31,68.0,2,0.0,3,0,2,0,1,0,1.0,0
36,3,10,55.0,1,2.0,1,95,2,0,0,0,1.0,0
58,3,34,152.0,4,3.6,3,0,2,1,0,0,0.0,0
27,3,3,84.0,3,1.5,1,0,2,0,0,0,1.0,1
41,3,16,13.0,2,0.0,3,0,2,0,0,0,1.0,0
59,3,35,33.0,4,0.4,1,131,2,0,0,0,0.0,1
56,3,32,89.0,4,1.0,2,90,2,0,1,0,1.0,0
52,3,26,93.0,1,2.4,1,0,2,0,0,0,1.0,0
35,3,5,68.0,4,1.8,3,0,2,0,0,0,0.0,0
47,3,21,85.0,2,1.7,2,0,2,0,0,0,0.0,1
29,3,4,73.0,1,0.8,2,0,2,0,0,0,1.0,0
31,3,6,83.0,4,2.2,2,106,2,0,0,0,1.0,0
62,2,36,158.0,2,6.3,3,0,2,1,0,0,1.0,0
26,2,1,24.0,2,0.9,3,123,2,0,0,0,0.0,1
60,2,34,102.0,2,2.0,1,0,2,0,0,0,1.0,1
35,2,11,53.0,3,2.8,1,0,2,0,0,0,0.0,0
40,2,15,175.0,2,3.3,1,0,2,0,0,0,1.0,0
31,2,5,28.0,3,1.0,1,0,2,0,0,0,1.0,0
50,2,25,14.0,4,0.8,1,0,3,0,0,0,1.0,0
33,2,7,139.0,1,4.0,3,106,2,1,0,1,1.0,1
37,2,11,34.0,3,0.9,1,0,2,0,0,0,1.0,0
38,2,14,64.0,1,1.5,3,0,2,0,0,0,0.0,1
63,2,38,84.0,4,0.1,2,0,2,0,0,0,0.0,0
57,2,32,42.0,3,0.5,2,0,2,0,1,0,1.0,0
61,2,35,63.0,1,1.6,1,0,2,0,0,0,1.0,0
